Date,Route,Rating,Notes,URL,Pitches,Location,"Avg Stars","Your Stars",Style,"Lead Style","Route Type","Your Rating",Length,"Rating Code"
2024-03-21,"Dyno 101",V3,,https://www.mountainproject.com/route/106288705/dyno-101,1,"Washington > Central-East Cascades, Wenatchee, & Leavenworth > Leavenworth > Tumwater Canyon > ** Bouldering in Tumwater Canyon > The Beach and Forest Area > The Beach > Dyno 101",3.4,-1,Flash,,Boulder,,,20300
2024-03-21,"The Wave",V1,,https://www.mountainproject.com/route/112172968/the-wave,1,"Washington > Central-East Cascades, Wenatchee, & Leavenworth > Leavenworth > Tumwater Canyon > ** Bouldering in Tumwater Canyon > The Beach and Forest Area > The Beach > The Wave Boulder",2.8,-1,Flash,,Boulder,,12,20100
2024-03-20,Sideshow,5.10d,"Fun stuff",https://www.mountainproject.com/route/106235537/sideshow,1,"Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > Upper Town Wall > (c) Earwax Wall",3.4,-1,Lead,Onsight,Sport,,80,3500
2024-03-20,"The Biology of Small Appliances",5.12,"Nails ",https://www.mountainproject.com/route/107407272/the-biology-of-small-appliances,1,"Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > Upper Town Wall > (c) Earwax Wall",4.0,-1,TR,,Sport,,85,7000
2024-03-19,"Everest Without Lycra",5.11b,"Fell at the 5th bolt crux, got back on and fell below the chains. Good links, supper fun. All there. ",https://www.mountainproject.com/route/108155082/everest-without-lycra,1,"Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > Upper Town Wall > (b) Left of Earwax",3.4,-1,Lead,Fell/Hung,Sport,,80,4900
2023-11-26,"RJG #2",V1,,https://www.mountainproject.com/route/120052663/rjg-2,1,"Arizona > Central Arizona > Queen Creek Canyon > Oak Flat > Warm-up",2.3,-1,Flash,,Boulder,,10,20100
2023-11-26,"RJG #6",V0-,,https://www.mountainproject.com/route/120052631/rjg-6,1,"Arizona > Central Arizona > Queen Creek Canyon > Oak Flat > Warm-up",2.0,-1,Flash,,Boulder,,12,20005
2023-11-26,"RGJ #7",V0,,https://www.mountainproject.com/route/120052620/rgj-7,1,"Arizona > Central Arizona > Queen Creek Canyon > Oak Flat > Warm-up",2.0,-1,Flash,,Boulder,,12,20008
2023-11-26,"RJG #10",V0,,https://www.mountainproject.com/route/120052606/rjg-10,1,"Arizona > Central Arizona > Queen Creek Canyon > Oak Flat > Warm-up",1.7,-1,Flash,,Boulder,,12,20008
2023-11-26,"RJG #11",V0-,,https://www.mountainproject.com/route/120052599/rjg-11,1,"Arizona > Central Arizona > Queen Creek Canyon > Oak Flat > Warm-up",1.0,-1,Flash,,Boulder,,12,20005
2023-11-22,Widowmaker,5.12-,"Followed James, removed gear and sent. Good rock climb!",https://www.mountainproject.com/route/108414643/widowmaker,1,"New Mexico > Jemez Mountains and Jemez Valley > Capulin Canyon and Cochiti Mesa Area Crags > Capulin Canyon > Main Cliff",4.0,4,Follow,,Trad,5.11,180,6700
2023-11-21,"Monkey Spank",5.10+,"Rad fitness TRonsight.",https://www.mountainproject.com/route/108416021/monkey-spank,1,"New Mexico > Jemez Mountains and Jemez Valley > Capulin Canyon and Cochiti Mesa Area Crags > Capulin Canyon > Main Cliff",2.6,-1,TR,,Trad,,60,3300
2023-11-21,"Monkey Business",5.11+,"Followed James. Rad crux, throw your foot (toe) out left and push up with your right palm. 1 hung. ",https://www.mountainproject.com/route/113873367/monkey-business,1,"New Mexico > Jemez Mountains and Jemez Valley > Capulin Canyon and Cochiti Mesa Area Crags > Capulin Canyon > Main Cliff",3.0,-1,Follow,,Trad,,65,5300
2023-11-21,"Captain Obvious",5.10,"Alpine feel, lots of .5s will do the whole way up.",https://www.mountainproject.com/route/112352711/captain-obvious,1,"New Mexico > Jemez Mountains and Jemez Valley > Capulin Canyon and Cochiti Mesa Area Crags > Capulin Canyon > Main Cliff",2.9,-1,Lead,Onsight,Trad,,102,3000
2023-11-17,"Walkin' Talkin' Bob",5.10a,,https://www.mountainproject.com/route/105718675/walkin-talkin-bob,1,"Utah > Southeast Utah > Indian Creek > Fin Wall",2.2,-1,TR,,Trad,,50,2600
2023-11-17,"White Cracker Killer",5.10d,"Sent, p6",https://www.mountainproject.com/route/105718678/white-cracker-killer,1,"Utah > Southeast Utah > Indian Creek > Fin Wall",2.7,-1,TR,,Trad,,30,3500
2023-11-17,"White Cracker Killer",5.10d,"One hung",https://www.mountainproject.com/route/105718678/white-cracker-killer,1,"Utah > Southeast Utah > Indian Creek > Fin Wall",2.7,-1,TR,,Trad,,30,3500
2023-11-17,"The Flake",5.10a,,https://www.mountainproject.com/route/113859894/the-flake,1,"Utah > Southeast Utah > Indian Creek > Fin Wall",2.0,-1,Lead,Onsight,Trad,,40,2600
2023-11-17,"Jewel of Denial",5.11a/b,"One hung",https://www.mountainproject.com/route/105811543/jewel-of-denial,1,"Utah > Southeast Utah > Indian Creek > Fin Wall",2.7,-1,TR,,Trad,,90,4800
2023-11-17,"Salmon Run",5.11,,https://www.mountainproject.com/route/106022837/salmon-run,1,"Utah > Southeast Utah > Indian Creek > Fin Wall",2.7,-1,TR,,Trad,,90,5000
2023-11-15,"Jumping the Shark",5.11b,"It’s an 8 bumb from the start of the offwidtn to the anchor.",https://www.mountainproject.com/route/105790339/jumping-the-shark,1,"Utah > Southeast Utah > Indian Creek > Cliffs of Insanity",3.0,-1,Lead,Onsight,Trad,,70,4900
2023-11-15,"Princess Buttercup",5.10-,"Patrick’s first creek pitch of the season ",https://www.mountainproject.com/route/106597895/princess-buttercup,1,"Utah > Southeast Utah > Indian Creek > Cliffs of Insanity",3.0,-1,Follow,,Trad,,70,2700
2023-11-15,R.O.U.S,5.10-,"Mostly .75s, have a 4 to protect the move to the anchor (and avoid stepping on the sketch block).",https://www.mountainproject.com/route/106820609/rous,1,"Utah > Southeast Utah > Indian Creek > Cliffs of Insanity",3.5,-1,Lead,Onsight,Trad,,100,2700
2023-11-14,"Desert Shield",5.12,"Blasted through the stemming crux and fell exiting the flared layback section.",https://www.mountainproject.com/route/105931915/desert-shield,1,"Utah > Southeast Utah > Indian Creek > Scarface",3.9,-1,TR,,Trad,,130,7000
2023-11-14,"Desert Shield",5.12,"Two hung. ",https://www.mountainproject.com/route/105931915/desert-shield,1,"Utah > Southeast Utah > Indian Creek > Scarface",3.9,-1,Follow,,Trad,,130,7000
2023-11-14,"Scard Face","5.10 PG13","Really fun! ",https://www.mountainproject.com/route/106984423/scard-face,1,"Utah > Southeast Utah > Indian Creek > Scarface",2.9,3,Lead,Onsight,Trad,"5.10- R",90,3000
2023-11-14,"No Scar",5.10,"Onsighted this one day that maysam caught me.",https://www.mountainproject.com/route/121727548/no-scar,1,"Utah > Southeast Utah > Indian Creek > Scarface",2.9,-1,Lead,Flash,Trad,,60,3000
2023-11-14,Scarface,5.11a/b,"Warm up ",https://www.mountainproject.com/route/105717484/scarface,1,"Utah > Southeast Utah > Indian Creek > Scarface",3.8,-1,TR,,Trad,,,4800
2023-11-13,"The Big Baby",5.11,"Slipped out and then got back instantly and sent. Right knee, then quickly left knee, into wide pony. Knee bar resting in wide pony. Fist stacks, fists, hand-fist, buttferfly.. it has it all. ",https://www.mountainproject.com/route/105867934/the-big-baby,1,"Utah > Southeast Utah > Indian Creek > Battle of the Bulge Buttress",3.8,-1,Follow,,Trad,,110,5000
2023-11-13,"The Jagged Wedge",5.10,"Chill runout chimney.",https://www.mountainproject.com/route/107516551/the-jagged-wedge,1,"Utah > Southeast Utah > Indian Creek > Battle of the Bulge Buttress",2.6,-1,TR,,Trad,,65,3000
2023-11-13,"The Jagged Wedge",5.10,"Really fucked up the gear, downclimbed and pulled gear at the tipped six.",https://www.mountainproject.com/route/107516551/the-jagged-wedge,1,"Utah > Southeast Utah > Indian Creek > Battle of the Bulge Buttress",2.6,-1,Lead,Fell/Hung,Trad,,65,3000
2023-11-13,"Johnny Cat",5.11+,"Clean fitness burn. I bump a high left hand lock to the jug. For the beta up high, crouch up and jam the crack straight into the chains off some burly lockoffs (if a low hip mobility day, then power throw sequential drop knee laybacking moves, possibly use the X block that has been there for years. ",https://www.mountainproject.com/route/105883364/johnny-cat,1,"Utah > Southeast Utah > Indian Creek > Cat Wall",3.8,-1,TR,,Trad,,50,5300
2023-11-13,"Johnny Cat",5.11+,"2 hung. First moving to the jug. Second was the final moves to the chains (performed inefficient layback). Shock out very briefly and hopped back on. ",https://www.mountainproject.com/route/105883364/johnny-cat,1,"Utah > Southeast Utah > Indian Creek > Cat Wall",3.8,-1,Lead,Fell/Hung,Trad,,50,5300
2023-11-13,Puma,5.11+,"Stefano hanged and put up the rope, I had a tronsight. Fun climb! ",https://www.mountainproject.com/route/105717775/puma,1,"Utah > Southeast Utah > Indian Creek > Cat Wall",3.5,-1,Follow,,Trad,,,5300
2023-11-13,"Cat Got Your Tongue",5.10,"Stefano one the coin toss.",https://www.mountainproject.com/route/105807027/cat-got-your-tongue,1,"Utah > Southeast Utah > Indian Creek > Cat Wall",2.6,-1,Follow,,Trad,,70,3000
2023-11-13,"Tom Cat",5.10,"Fun warmup. 3’s corner is the meat.",https://www.mountainproject.com/route/105718192/tom-cat,1,"Utah > Southeast Utah > Indian Creek > Cat Wall",3.3,-1,Lead,Onsight,Trad,,100,3000
2023-11-13,"Digital Readout",5.12b/c,"2 hung, I sent to the first pod rest, after bobbing the boulder start. Hung at the redpoint crux. Toar up my fingers ",https://www.mountainproject.com/route/105717739/digital-readout,1,"Utah > Southeast Utah > Indian Creek > Battle of the Bulge Buttress",3.4,-1,Follow,,Trad,,50,7100
2023-10-20,Crankcase,5.12+,"The start gave me some trouble.",https://www.mountainproject.com/route/106303899/crankcase,1,"Utah > Southeast Utah > Indian Creek > 4X4",3.6,-1,TR,,Trad,,120,7300
2023-10-20,"Salt-Lake Special",5.12+,"Managed to climb into the left hand pinky down lock right before the roof. ",https://www.mountainproject.com/route/106921370/salt-lake-special,1,"Utah > Southeast Utah > Indian Creek > 4X4",3.4,-1,TR,,Trad,,60,7300
2023-10-20,"Salt-Lake Special",5.12+,"Hard start to the day. Boulder problem wired.",https://www.mountainproject.com/route/106921370/salt-lake-special,1,"Utah > Southeast Utah > Indian Creek > 4X4",3.4,-1,TR,,Trad,,60,7300
2023-10-16,"Salt-Lake Special",5.12+,"Moves where much harder the third time. ",https://www.mountainproject.com/route/106921370/salt-lake-special,1,"Utah > Southeast Utah > Indian Creek > 4X4",3.4,-1,TR,,Trad,,60,7300
2023-10-16,"Salt-Lake Special",5.12+,"Got all the moves.",https://www.mountainproject.com/route/106921370/salt-lake-special,1,"Utah > Southeast Utah > Indian Creek > 4X4",3.4,-1,TR,,Trad,,60,7300
2023-10-16,"Salt-Lake Special",5.12+,,https://www.mountainproject.com/route/106921370/salt-lake-special,1,"Utah > Southeast Utah > Indian Creek > 4X4",3.4,-1,Lead,Fell/Hung,Trad,,60,7300
2023-10-15,"Self Maid",5.10+,"Clean dangerous",https://www.mountainproject.com/route/117820874/self-maid,1,"Utah > Southeast Utah > Indian Creek > Selfish Wall",3.0,-1,TR,,Trad,,70,3300
2023-10-14,"Rez Dawgs",5.12,"Pulled all the moves except the crux out left, one hung to the end of the .3s.",https://www.mountainproject.com/route/108755486/rez-dawgs,1,"Utah > Southeast Utah > Indian Creek > Reservoir Wall",3.0,-1,TR,,Trad,,140,7000
2023-10-14,"Three Fools aka Kelley Route 32",5.10,"Fun, between fists and hands. T cups.",https://www.mountainproject.com/route/106954657/three-fools-aka-kelley-route-32,1,"Utah > Southeast Utah > Indian Creek > Reservoir Wall",2.5,-1,TR,,Trad,,60,3000
2023-10-14,"The Overlook",5.11+,"Long two pitches linked",https://www.mountainproject.com/route/106598209/the-overlook,2,"Utah > Southeast Utah > Indian Creek > Reservoir Wall",3.5,-1,Lead,Fell/Hung,Trad,,200,5300
2023-10-11,"Jolly Rancher",5.10,"Charlie timed be at about 3min 45sec, epic fitness lap.",https://www.mountainproject.com/route/105717571/jolly-rancher,1,"Utah > Southeast Utah > Indian Creek > Pistol Whipped",3.9,-1,TR,,Trad,,130,3000
2023-10-11,"Jolly Rancher",5.10,"Great route. Ran it, good confidence boast after a rough start to the day.",https://www.mountainproject.com/route/105717571/jolly-rancher,1,"Utah > Southeast Utah > Indian Creek > Pistol Whipped",3.9,-1,Lead,Onsight,Trad,,130,3000
2023-10-11,"Revenge of the Rock Gods",5.10+,"Hard warm up. First route in the creek. Rough.",https://www.mountainproject.com/route/105826507/revenge-of-the-rock-gods,1,"Utah > Southeast Utah > Indian Creek > Pistol Whipped",2.7,-1,Lead,Fell/Hung,Trad,,70,3300
2023-10-11,"Sig Sauer",5.12a,"Charlie put it up. I hung twice and didn’t rest longer than 30 sec on each hang. I would like to sent it soon! ",https://www.mountainproject.com/route/105718735/sig-sauer,1,"Utah > Southeast Utah > Indian Creek > Pistol Whipped",3.7,-1,Follow,,Trad,,70,6600
2023-09-20,"The Crack",V0,,https://www.mountainproject.com/route/113857082/the-crack,1,"Washington > Central-East Cascades, Wenatchee, & Leavenworth > Leavenworth > Icicle Creek > ** Bouldering in Icicle Creek > The Sword/Underwear Rock > Underwear Rock",2.6,-1,Flash,,Boulder,,,20008
2023-09-20,"Racing Stripes",V1,,https://www.mountainproject.com/route/121479656/racing-stripes,1,"Washington > Central-East Cascades, Wenatchee, & Leavenworth > Leavenworth > Icicle Creek > ** Bouldering in Icicle Creek > The Sword/Underwear Rock > Underwear Rock",2.4,-1,Send,,Boulder,,,20100
2023-09-20,"Racing Stripes",V1,,https://www.mountainproject.com/route/121479656/racing-stripes,2,"Washington > Central-East Cascades, Wenatchee, & Leavenworth > Leavenworth > Icicle Creek > ** Bouldering in Icicle Creek > The Sword/Underwear Rock > Underwear Rock",2.4,-1,Attempt,,Boulder,,,20100
2023-09-20,Boxers,V0,,https://www.mountainproject.com/route/114222313/boxers,1,"Washington > Central-East Cascades, Wenatchee, & Leavenworth > Leavenworth > Icicle Creek > ** Bouldering in Icicle Creek > The Sword/Underwear Rock > Underwear Rock",1.9,-1,Flash,,Boulder,,,20008
2023-09-20,"Boxer Briefs",V1,,https://www.mountainproject.com/route/119332037/boxer-briefs,1,"Washington > Central-East Cascades, Wenatchee, & Leavenworth > Leavenworth > Icicle Creek > ** Bouldering in Icicle Creek > The Sword/Underwear Rock > Underwear Rock",2.4,-1,Flash,,Boulder,,12,20100
2023-09-20,Briefs,V3,"Still scary top.",https://www.mountainproject.com/route/110115434/briefs,1,"Washington > Central-East Cascades, Wenatchee, & Leavenworth > Leavenworth > Icicle Creek > ** Bouldering in Icicle Creek > The Sword/Underwear Rock > Underwear Rock",2.4,-1,Attempt,,Boulder,,12,20300
2023-09-20,"Briefs direct",V3,"Scary top.",https://www.mountainproject.com/route/119070937/briefs-direct,3,"Washington > Central-East Cascades, Wenatchee, & Leavenworth > Leavenworth > Icicle Creek > ** Bouldering in Icicle Creek > The Sword/Underwear Rock > Underwear Rock",2.6,-1,Attempt,,Boulder,,15,20300
2023-09-20,"The Real Thing",V4,"A bit scary doing the top out solo with one pad. Fun climb.",https://www.mountainproject.com/route/106288755/the-real-thing,6,"Washington > Central-East Cascades, Wenatchee, & Leavenworth > Leavenworth > Icicle Creek > ** Bouldering in Icicle Creek > Forestland Boulders > The Real Thing Boulder",3.6,-1,Attempt,,Boulder,,,20400
2023-09-20,Scarecrow,V1+,,https://www.mountainproject.com/route/108184611/scarecrow,1,"Washington > Central-East Cascades, Wenatchee, & Leavenworth > Leavenworth > Icicle Creek > ** Bouldering in Icicle Creek > Forestland Boulders > Scarecrow Boulder",2.1,-1,Flash,,Boulder,,10,20110
2023-09-20,Dredge,V1,,https://www.mountainproject.com/route/108184602/dredge,1,"Washington > Central-East Cascades, Wenatchee, & Leavenworth > Leavenworth > Icicle Creek > ** Bouldering in Icicle Creek > Forestland Boulders > Scarecrow Boulder",1.5,-1,Flash,,Boulder,,6,20100
2023-09-20,"Cowardly Lion",V0,,https://www.mountainproject.com/route/108184622/cowardly-lion,1,"Washington > Central-East Cascades, Wenatchee, & Leavenworth > Leavenworth > Icicle Creek > ** Bouldering in Icicle Creek > Forestland Boulders > Scarecrow Boulder",1.7,-1,Flash,,Boulder,,8,20008
2023-09-20,"Breadline Variation",V2,,https://www.mountainproject.com/route/112798877/breadline-variation,1,"Washington > Central-East Cascades, Wenatchee, & Leavenworth > Leavenworth > Icicle Creek > ** Bouldering in Icicle Creek > Forestland Boulders > The Real Thing Boulder",2.6,-1,Flash,,Boulder,,15,20200
2023-09-20,"One Summer",V5,,https://www.mountainproject.com/route/106802690/one-summer,1,"Washington > Central-East Cascades, Wenatchee, & Leavenworth > Leavenworth > Icicle Creek > ** Bouldering in Icicle Creek > Forestland Boulders > The Real Thing Boulder",2.7,-1,Attempt,,Boulder,,12,20500
2023-09-20,Breadline,V0,,https://www.mountainproject.com/route/108184552/breadline,1,"Washington > Central-East Cascades, Wenatchee, & Leavenworth > Leavenworth > Icicle Creek > ** Bouldering in Icicle Creek > Forestland Boulders > The Real Thing Boulder",2.9,-1,Flash,,Boulder,,10,20008
2023-09-19,"Beetle Bailey P1",5.10d,"Just clip the bolts, no gear. Linked into pitch 2.",https://www.mountainproject.com/route/119108504/beetle-bailey-p1,1,"Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > Lower Lump Area > (b) Beetle Bailey Slab",3.2,4,Lead,Redpoint,Trad,"5.10d PG13",,3500
2023-09-19,"Beetle Bailey P2",5.11a,"Linked pitch one into pitch two. I fell exiting the crack onto the index ledge stand, slick nubs. Gear, optional rp, 1, .5, .4, .3, .2, .1, 00. 7 draws for pitch 2 (including anchor), single length extend anchor and double length extend the bolt after.",https://www.mountainproject.com/route/107891389/beetle-bailey-p2,1,"Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > Lower Lump Area > (b) Beetle Bailey Slab",3.7,4,Lead,Fell/Hung,Trad,5.11b,100,4600
2023-09-19,"Thin Fingers",5.11a,"Darn boulder problem. Double rack .1/00 to .75, double one, and single 2. Bring the nuts for security. Bumb the 2 and place the 1’s above and below the 2 hand crack. The crux felt very greasy.",https://www.mountainproject.com/route/105805741/thin-fingers,1,"Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > Lower Town Wall > Narrow Arrow and further right",3.8,-1,Lead,Fell/Hung,Trad,,120,4600
2023-09-17,"900 Oil-stricken Waterfowl Taken to Ocean Shores",5.11a,One-hung,https://www.mountainproject.com/route/107298903/900-oil-stricken-waterfowl-taken-to-ocean-shores,1,"Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > Lookout Point Area > Private Idaho",3.1,4,Lead,,Trad,5.11b,80,4600
2023-09-17,"The Wizard",5.10c,,https://www.mountainproject.com/route/111976738/the-wizard,1,"Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > The Cheeks > (2) Lower Cheeks",3.1,-1,Follow,,Sport,,,3200
2023-09-17,"Cunning Stunt",5.10c/d,,https://www.mountainproject.com/route/105800865/cunning-stunt,1,"Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > The Country Area > (c) The Country",3.6,-1,Lead,Redpoint,Sport,,80,3400
2023-09-17,"Just say no to Frank Sinatra",5.11b/c,,https://www.mountainproject.com/route/105805764/just-say-no-to-frank-sinatra,1,"Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > The Country Area > (c) The Country",2.7,-1,Follow,,Trad,,100,5100
2023-09-17,"Frank Presley",5.11a,,https://www.mountainproject.com/route/105808027/frank-presley,1,"Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > The Country Area > (c) The Country",2.7,-1,Follow,,Sport,,90,4600
2023-09-17,"Model Worker",5.11c,"One hung the dyno",https://www.mountainproject.com/route/105814991/model-worker,1,"Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > Lower Town Wall > Dwarf Tossing to Narrow Arrow",3.6,4,Lead,Fell/Hung,Trad,5.11c,120,5200
2023-09-16,"Pressure Drop",5.11a,"4th pitch of the 5.11 finger crack challenge.",https://www.mountainproject.com/route/106436379/pressure-drop,1,"Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > Upper Wall's Lower Tier and Trail > Pressure Drop Wall",3.8,-1,Lead,Onsight,"Trad, TR",,70,4600
2023-09-15,"Even Steven",5.11b,"Clean follow! ",https://www.mountainproject.com/route/105791090/even-steven,1,"Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > Inner Walls > West Side > (b) Toxic - Tang Area",3.7,-1,Follow,,Trad,,,4900
2023-09-15,"Perfect Pitch",5.10d,"Clean follow. Compress with the right seam as you move to the chains.",https://www.mountainproject.com/route/120714098/perfect-pitch,1,"Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > Middle Town Walls > The Rhythm Cliff > Lower Rhythm",3.7,-1,TR,,Trad,,50,3500
2023-09-15,"Bravo Jean Marc",5.11a,"Hung a few times.",https://www.mountainproject.com/route/114522184/bravo-jean-marc,1,"Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > The Cheeks > (2) Lower Cheeks",3.8,-1,TR,,Trad,,80,4600
2023-09-15,"Bravo Jean Marc",5.11a,"One hung. Pitch 5 of the finger crack challenge.",https://www.mountainproject.com/route/114522184/bravo-jean-marc,1,"Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > The Cheeks > (2) Lower Cheeks",3.8,-1,TR,,Trad,,80,4600
2023-09-15,"MW crack",5.11a,"Clean after being lowered. (2nd go) ",https://www.mountainproject.com/route/113428771/mw-crack,1,"Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > Middle Town Walls > Mid Wall",2.7,-1,TR,,"Trad, TR",,25,4600
2023-09-13,Sisu,5.11+,"This thing is EPIC",https://www.mountainproject.com/route/115362195/sisu,1,"Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > Upper Town Wall > (f) Central Wall Area > Full (or nearly) Wall Routes",3.8,-1,Follow,,Sport,,800,5300
2023-09-13,"The Zipper",5.10b,"Spicy top bit",https://www.mountainproject.com/route/106329364/the-zipper,1,"Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > The Cheeks > (2) Lower Cheeks",3.4,-1,Lead,Onsight,Trad,,,2900
2023-09-13,Snowblind,5.12-,"The crux moves are hard! ",https://www.mountainproject.com/route/114522124/snowblind,1,"Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > The Cheeks > (2) Lower Cheeks",3.8,3,TR,,Trad,5.12b/c,80,6700
2023-09-13,"Sleeping Village",5.11-,"Jack put up the rope, this thing felt hard.",https://www.mountainproject.com/route/114522229/sleeping-village,1,"Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > The Cheeks > (2) Lower Cheeks",3.8,-1,Follow,,Trad,,80,4700
2023-09-11,"Kite Flying Blind",5.11c,"The first pitch is actually quite nice.",https://www.mountainproject.com/route/106052910/kite-flying-blind,1,"Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > The Country Area > (c) The Country",3.6,-1,TR,,Sport,,200,5200
2023-09-10,"Just say no to Frank Sinatra",5.11b/c,,https://www.mountainproject.com/route/105805764/just-say-no-to-frank-sinatra,1,"Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > The Country Area > (c) The Country",2.7,-1,TR,,Trad,,100,5100
2023-09-10,"Frank Presley",5.11a,,https://www.mountainproject.com/route/105808027/frank-presley,1,"Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > The Country Area > (c) The Country",2.7,-1,Lead,Redpoint,Sport,,90,4600
2023-09-10,"Iron Horse",5.11d,"Hung before first crux, then pulled it and climbed into the second crux. ",https://www.mountainproject.com/route/105903139/iron-horse,1,"Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > Lower Town Wall > Dwarf Tossing to Narrow Arrow",3.9,-1,TR,,Trad,,120,5500
2023-09-10,Sagittarius,5.10b,"Patrick lead. Good fight clean",https://www.mountainproject.com/route/105796710/sagittarius,1,"Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > Lower Town Wall > Dwarf Tossing to Narrow Arrow",3.6,-1,Follow,,Trad,,90,2900
2023-09-10,"24 Hour Buccaneer",5.11b,"The crux move is so rad.",https://www.mountainproject.com/route/105872570/24-hour-buccaneer,1,"Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > Lower Town Wall > Narrow Arrow and further right",3.1,-1,TR,,Trad,,50,4900
2023-09-10,"Thin Fingers",5.11a,"With Patrick ",https://www.mountainproject.com/route/105805741/thin-fingers,1,"Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > Lower Town Wall > Narrow Arrow and further right",3.8,-1,Follow,,Trad,,120,4600
2023-09-09,"5.10 in B-minor",5.10b,,https://www.mountainproject.com/route/120713727/510-in-b-minor,1,"Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > Middle Town Walls > The Rhythm Cliff > Lower Rhythm",3.3,-1,Lead,Redpoint,Trad,,70,2900
2023-09-09,"Stihl Guitar",5.10b,,https://www.mountainproject.com/route/122729764/stihl-guitar,1,"Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > Middle Town Walls > The Rhythm Cliff > Lower Rhythm",2.3,-1,Lead,Redpoint,Trad,,60,2900
2023-09-08,"900 Oil-stricken Waterfowl Taken to Ocean Shores",5.11a,,https://www.mountainproject.com/route/107298903/900-oil-stricken-waterfowl-taken-to-ocean-shores,1,"Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > Lookout Point Area > Private Idaho",3.1,4,Lead,Fell/Hung,Trad,5.11b,80,4600
2023-09-08,"The Wizard",5.10c,,https://www.mountainproject.com/route/111976738/the-wizard,1,"Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > The Cheeks > (2) Lower Cheeks",3.1,-1,Lead,Fell/Hung,Sport,,,3200
2023-09-08,"Cunning Stunt",5.10c/d,,https://www.mountainproject.com/route/105800865/cunning-stunt,1,"Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > The Country Area > (c) The Country",3.6,-1,Lead,Redpoint,Sport,,80,3400
2023-09-08,"Model Worker",5.11c,,https://www.mountainproject.com/route/105814991/model-worker,1,"Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > Lower Town Wall > Dwarf Tossing to Narrow Arrow",3.6,4,Lead,Redpoint,Trad,5.11c,120,5200
2023-09-08,"Even Steven",5.11b,"First pitch of the index climbers comp.",https://www.mountainproject.com/route/105791090/even-steven,1,"Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > Inner Walls > West Side > (b) Toxic - Tang Area",3.7,-1,Lead,Fell/Hung,Trad,,,4900
2023-09-08,"SS Ultrabrutal",5.7,"Climbed this into tunnel vision.",https://www.mountainproject.com/route/105790674/ss-ultrabrutal,1,"Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > The Country Area > (c) The Country",2.1,-1,Lead,Onsight,Trad,,45,1800
2023-09-08,"Tunnel Vision",5.10d,"One hung right at the crux.. stay right then move left.",https://www.mountainproject.com/route/107818883/tunnel-vision,1,"Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > The Country Area > (c) The Country",2.7,-1,Lead,Fell/Hung,Sport,,40,3500
2023-09-08,"Climax Control",5.11b,"Clean up to sloper moves, which felt hard after settling on some beta.",https://www.mountainproject.com/route/105805759/climax-control,1,"Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > The Country Area > (c) The Country",3.5,-1,TR,,Sport,,70,4900
2023-09-07,Tatoosh,5.10b,,https://www.mountainproject.com/route/106171292/tatoosh,1,"Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > Lower Town Wall > Narrow Arrow and further right",3.5,-1,Lead,Flash,Trad,,110,2900
2023-09-07,"Thin Fingers",5.11a,,https://www.mountainproject.com/route/105805741/thin-fingers,1,"Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > Lower Town Wall > Narrow Arrow and further right",3.8,-1,TR,,Trad,,120,4600
